"","y","V1","V2","V3","V4","width","peakdist","frame","file","try","peakNum","mean(width)","max(width)"
"778",239,0.295845142865266,75,74,80,6,7,6,191,293,2,38.7514619883041,147
"779",239,0.375286046199344,86,80,96,16,11,6,191,304,2,38.7514619883041,147
"780",239,0.249607753580693,101,96,150,54,15,6,191,319,2,38.7514619883041,147
"781",240,0.227145712524451,31,1,37,36,NA,6,191,249,3,30.2631578947368,38
"782",240,0.288758468414836,50,37,55,18,19,6,191,268,1,21.1691176470588,56
"783",240,0.330121629300549,68,55,74,19,18,6,191,286,2,38.7514619883041,147
"784",240,0.302484802495128,76,74,79,5,8,6,191,294,2,38.7514619883041,147
"785",240,0.398503969949247,86,79,96,17,10,6,191,304,2,38.7514619883041,147
"786",240,0.26221459503228,101,96,150,54,15,6,191,319,2,38.7514619883041,147
"787",241,0.254808653989994,32,11,37,26,NA,6,191,250,3,30.2631578947368,38
"788",241,0.312500779225674,50,37,55,18,18,6,191,268,1,21.1691176470588,56
"789",241,0.350087002401988,68,55,73,18,18,6,191,286,2,38.7514619883041,147
"790",241,0.310745723604887,76,73,79,6,8,6,191,294,2,38.7514619883041,147
"791",241,0.43474442360259,86,79,96,17,10,6,191,304,2,38.7514619883041,147
"792",241,0.273570224377576,101,96,124,28,15,6,191,319,2,38.7514619883041,147
"793",242,0.274938697120029,31,11,37,26,NA,6,191,249,3,30.2631578947368,38
"794",242,0.336326803245112,50,37,56,19,19,6,191,268,1,21.1691176470588,56
"795",242,0.35968037440606,68,56,74,18,18,6,191,286,2,38.7514619883041,147
"796",242,0.311283336552559,76,74,79,5,8,6,191,294,2,38.7514619883041,147
"797",242,0.465599005430239,86,79,96,17,10,6,191,304,2,38.7514619883041,147
"798",242,0.280595065643006,101,96,123,27,15,6,191,319,2,38.7514619883041,147
"799",243,0.297091676056693,32,11,37,26,NA,6,191,250,3,30.2631578947368,38
"800",243,0.367290313481977,50,37,56,19,18,6,191,268,1,21.1691176470588,56
"801",243,0.37162022607453,68,56,79,23,18,6,191,286,2,38.7514619883041,147
"802",243,0.50765714933282,86,79,96,17,18,6,191,304,2,38.7514619883041,147
"803",243,0.291229996454247,101,96,123,27,15,6,191,319,2,38.7514619883041,147
"804",244,0.305383149013243,32,11,37,26,NA,6,191,250,3,30.2631578947368,38
"805",244,0.402837851949903,50,37,56,19,18,6,191,268,1,21.1691176470588,56
"806",244,0.383738053038383,68,56,79,23,18,6,191,286,2,38.7514619883041,147
"807",244,0.547520119104761,86,79,96,17,18,6,191,304,2,38.7514619883041,147
"808",244,0.296011619827503,101,96,124,28,15,6,191,319,2,38.7514619883041,147
"809",245,0.306057098540201,32,11,37,26,NA,6,191,250,3,30.2631578947368,38
"810",245,0.459959384417266,50,37,57,20,18,6,191,268,1,21.1691176470588,56
"811",245,0.395646036525145,68,57,75,18,18,6,191,286,2,38.7514619883041,147
"812",245,0.317872595680115,76,75,78,3,8,6,191,294,2,38.7514619883041,147
"813",245,0.589941777748278,86,78,96,18,10,6,191,304,2,38.7514619883041,147
"814",245,0.291312078531661,101,96,197,101,15,6,191,319,2,38.7514619883041,147
"815",246,0.301116299281325,32,11,37,26,NA,6,191,250,3,30.2631578947368,38
"816",246,0.531320881716119,50,37,57,20,18,6,191,268,1,21.1691176470588,56
"817",246,0.40941007037684,68,57,75,18,18,6,191,286,2,38.7514619883041,147
"818",246,0.319796069921569,77,75,78,3,9,6,191,295,2,38.7514619883041,147
"819",246,0.639090432734758,86,78,97,19,9,6,191,304,2,38.7514619883041,147
"820",246,0.277815829592158,101,97,198,101,15,6,191,319,2,38.7514619883041,147
"821",247,0.28781397947222,32,9,37,28,NA,6,191,250,3,30.2631578947368,38
"822",247,0.588209642272868,50,37,57,20,18,6,191,268,1,21.1691176470588,56
"823",247,0.425092054246554,68,57,75,18,18,6,191,286,2,38.7514619883041,147
"824",247,0.677881733845041,86,75,97,22,18,6,191,304,2,38.7514619883041,147
"825",247,0.263117013180746,101,97,194,97,15,6,191,319,2,38.7514619883041,147
"826",248,0.277851168233855,32,1,37,36,NA,6,191,250,3,30.2631578947368,38
"827",248,0.612209511863638,50,37,57,20,18,6,191,268,1,21.1691176470588,56
"828",248,0.436071934608741,68,57,75,18,18,6,191,286,2,38.7514619883041,147
"829",248,0.699758643246771,86,75,97,22,18,6,191,304,2,38.7514619883041,147
"830",248,0.252321652047466,101,97,195,98,15,6,191,319,2,38.7514619883041,147
"831",249,0.245290438159028,32,9,36,27,NA,6,191,250,3,30.2631578947368,38
"832",249,0.649743492444979,50,36,58,22,18,6,191,268,1,21.1691176470588,56
"833",249,0.320882766665263,59,58,61,3,9,6,191,277,1,21.1691176470588,56
"834",249,0.453940787325692,68,61,78,17,9,6,191,286,2,38.7514619883041,147
"835",249,0.697454881522714,86,78,99,21,18,6,191,304,2,38.7514619883041,147
"836",249,0.232809224226013,100,99,177,78,14,6,191,318,2,38.7514619883041,147
"837",250,0.241688395657937,32,9,36,27,NA,6,191,250,3,30.2631578947368,38
"838",250,0.667654498598915,50,36,57,21,18,6,191,268,1,21.1691176470588,56
"839",250,0.322959985265442,59,57,61,4,9,6,191,277,1,21.1691176470588,56
"840",250,0.470035454519315,68,61,78,17,9,6,191,286,2,38.7514619883041,147
"841",250,0.674191424186806,86,78,98,20,18,6,191,304,2,38.7514619883041,147
"842",250,0.231554705154819,100,98,178,80,14,6,191,318,2,38.7514619883041,147
"843",251,0.233106563461307,32,9,36,27,NA,6,191,250,3,30.2631578947368,38
"844",251,0.694117679753841,50,36,58,22,18,6,191,268,1,21.1691176470588,56
"845",251,0.499920014905246,68,58,78,20,18,6,191,286,2,38.7514619883041,147
"846",251,0.647661741325642,86,78,98,20,18,6,191,304,2,38.7514619883041,147
"847",251,0.226897205832192,100,98,178,80,14,6,191,318,2,38.7514619883041,147
"848",252,0.225022475664121,33,9,36,27,NA,6,191,251,3,30.2631578947368,38
"849",252,0.731782195462809,50,36,58,22,17,6,191,268,1,21.1691176470588,56
"850",252,0.539076966820788,68,58,78,20,18,6,191,286,2,38.7514619883041,147
"851",252,0.627976414858144,85,78,99,21,17,6,191,303,2,38.7514619883041,147
"852",252,0.219618487448178,100,99,153,54,15,6,191,318,2,38.7514619883041,147
"853",253,0.216894174991846,33,9,36,27,NA,6,191,251,3,30.2631578947368,38
"854",253,0.788487268440694,50,36,58,22,17,6,191,268,1,21.1691176470588,56
"855",253,0.591122096621577,68,58,78,20,18,6,191,286,2,38.7514619883041,147
"856",253,0.608495658310876,85,78,99,21,17,6,191,303,2,38.7514619883041,147
"857",253,0.213842363782692,100,99,180,81,15,6,191,318,2,38.7514619883041,147
"858",254,0.210722697946536,33,9,35,26,NA,6,191,251,3,30.2631578947368,38
"859",254,0.848206931940237,50,35,58,23,17,6,191,268,1,21.1691176470588,56
"860",254,0.679231554045282,68,58,78,20,18,6,191,286,2,38.7514619883041,147
"861",254,0.566676673127259,85,78,181,103,17,6,191,303,2,38.7514619883041,147
"862",255,0.205885069251529,33,9,35,26,NA,6,191,251,3,30.2631578947368,38
"863",255,0.888534702317951,50,35,58,23,17,6,191,268,1,21.1691176470588,56
"864",255,0.837886027177077,68,58,79,21,18,6,191,286,2,38.7514619883041,147
"865",255,0.511662581768526,85,79,181,102,17,6,191,303,2,38.7514619883041,147
"866",256,0.20520005496977,33,9,35,26,NA,6,191,251,3,30.2631578947368,38
"867",256,0.905810703056107,50,35,59,24,17,6,191,268,1,21.1691176470588,56
"868",256,0.970131816104169,68,59,79,20,18,6,191,286,2,38.7514619883041,147
"869",256,0.474463658541622,85,79,181,102,17,6,191,303,2,38.7514619883041,147
"870",257,0.200800668311737,33,1,35,34,NA,6,191,251,3,30.2631578947368,38
"871",257,0.909617838027258,50,35,58,23,17,6,191,268,1,21.1691176470588,56
"872",257,1.01240432826047,68,58,80,22,18,6,191,286,2,38.7514619883041,147
"873",257,0.425226788524212,85,80,153,73,17,6,191,303,2,38.7514619883041,147
"874",258,0.873755529135061,50,35,58,23,NA,6,191,268,1,21.1691176470588,56
"875",258,1.02601961824138,68,58,81,23,18,6,191,286,2,38.7514619883041,147
"876",258,0.396351364802648,85,81,153,72,17,6,191,303,2,38.7514619883041,147
"877",259,0.762920437105919,50,35,58,23,NA,6,191,268,1,21.1691176470588,56
"878",259,1.02516980203965,68,58,81,23,18,6,191,286,2,38.7514619883041,147
"879",259,0.379292999219479,85,81,153,72,17,6,191,303,2,38.7514619883041,147
"880",260,0.642468912569493,51,1,57,56,NA,6,191,269,1,21.1691176470588,56
"881",260,1.02607770651114,68,57,81,24,17,6,191,286,2,38.7514619883041,147
"882",260,0.377122300099243,85,81,185,104,17,6,191,303,2,38.7514619883041,147
"883",261,0.583438498570371,51,1,57,56,NA,6,191,269,1,21.1691176470588,56
"884",261,1.02345530719703,68,57,80,23,17,6,191,286,2,38.7514619883041,147
"885",261,0.365383242339579,85,80,185,105,17,6,191,303,2,38.7514619883041,147
"886",262,0.561739961357797,51,1,57,56,NA,6,191,269,1,21.1691176470588,56
"887",262,1.01002279515981,68,57,80,23,17,6,191,286,2,38.7514619883041,147
"888",262,0.352229222929248,85,80,185,105,17,6,191,303,2,38.7514619883041,147
"889",263,0.51968473829049,51,1,56,55,NA,6,191,269,1,21.1691176470588,56
"890",263,0.999084084356059,68,56,81,25,17,6,191,286,2,38.7514619883041,147
"891",263,0.335797890978303,85,81,185,104,17,6,191,303,2,38.7514619883041,147
"892",264,0.210394412513212,34,1,35,34,NA,6,191,252,3,30.2631578947368,38
"893",264,0.469381771061611,51,35,57,22,17,6,191,269,1,21.1691176470588,56
"894",264,0.984738518590821,68,57,82,25,17,6,191,286,2,38.7514619883041,147
"895",264,0.314372421810124,85,82,185,103,17,6,191,303,2,38.7514619883041,147
"896",265,0.211868488710443,33,1,36,35,NA,6,191,251,3,30.2631578947368,38
"897",265,0.402731461460485,51,36,56,20,18,6,191,269,1,21.1691176470588,56
"898",265,0.931866063417247,68,56,82,26,17,6,191,286,2,38.7514619883041,147
"899",265,0.294927497004263,86,82,110,28,18,6,191,304,2,38.7514619883041,147
"900",266,0.2129110307187,33,1,36,35,NA,6,191,251,3,30.2631578947368,38
"901",266,0.370306227442536,51,36,56,20,18,6,191,269,1,21.1691176470588,56
"902",266,0.816423381378602,68,56,84,28,17,6,191,286,2,38.7514619883041,147
"903",266,0.281093018558358,86,84,110,26,18,6,191,304,2,38.7514619883041,147
"904",267,0.215317993511711,34,1,36,35,NA,6,191,252,3,30.2631578947368,38
"905",267,0.340429627200926,51,36,55,19,17,6,191,269,1,21.1691176470588,56
"906",267,0.657655118965296,68,55,85,30,17,6,191,286,2,38.7514619883041,147
"907",267,0.262419944899793,87,85,110,25,19,6,191,305,2,38.7514619883041,147
"908",268,0.215016575307519,34,1,36,35,NA,6,191,252,3,30.2631578947368,38
"909",268,0.316567279232106,51,36,55,19,17,6,191,269,1,21.1691176470588,56
"910",268,0.54686026516498,68,55,85,30,17,6,191,286,2,38.7514619883041,147
"911",268,0.24577570451124,88,85,109,24,20,6,191,306,2,38.7514619883041,147
"912",269,0.212749526867207,34,1,37,36,NA,6,191,252,3,30.2631578947368,38
"913",269,0.288493505713983,51,37,54,17,17,6,191,269,1,21.1691176470588,56
"914",269,0.476231573102929,68,54,85,31,17,6,191,286,2,38.7514619883041,147
"915",269,0.231886311618104,89,85,109,24,21,6,191,307,2,38.7514619883041,147
"916",270,0.209469904124144,34,1,37,36,NA,6,191,252,3,30.2631578947368,38
"917",270,0.267650818517894,51,37,54,17,17,6,191,269,1,21.1691176470588,56
"918",270,0.427423731741161,68,54,86,32,17,6,191,286,2,38.7514619883041,147
"919",270,0.218024359924788,89,86,108,22,21,6,191,307,2,38.7514619883041,147
"920",271,0.207789808764427,33,1,37,36,NA,6,191,251,3,30.2631578947368,38
"921",271,0.253881688311111,51,37,54,17,18,6,191,269,1,21.1691176470588,56
"922",271,0.390461403530787,68,54,87,33,17,6,191,286,2,38.7514619883041,147
"923",271,0.20190392592234,90,87,108,21,22,6,191,308,2,38.7514619883041,147
"924",272,0.205743486138926,33,1,38,37,NA,6,191,251,3,30.2631578947368,38
"925",272,0.241309244273561,51,38,53,15,18,6,191,269,1,21.1691176470588,56
"926",272,0.346114738476378,68,53,87,34,17,6,191,286,2,38.7514619883041,147
"927",273,0.227699280259415,52,39,54,15,NA,6,191,270,1,21.1691176470588,56
"928",273,0.322138081287253,68,54,87,33,16,6,191,286,2,38.7514619883041,147
"929",274,0.223397521942956,52,38,54,16,NA,6,191,270,1,21.1691176470588,56
"930",274,0.305621979862338,68,54,88,34,16,6,191,286,2,38.7514619883041,147
"931",275,0.216319014173367,52,38,54,16,NA,6,191,270,1,21.1691176470588,56
"932",275,0.279233329072901,69,54,88,34,17,6,191,287,2,38.7514619883041,147
"933",276,0.213289486886142,52,37,54,17,NA,6,191,270,1,21.1691176470588,56
"934",276,0.222715738133809,61,54,62,8,9,6,191,279,1,21.1691176470588,56
"935",276,0.257510103349405,69,62,88,26,8,6,191,287,2,38.7514619883041,147
"936",277,0.212314090404102,53,1,56,55,NA,6,191,271,1,21.1691176470588,56
"937",277,0.215676217517756,60,56,63,7,7,6,191,278,2,38.7514619883041,147
"938",277,0.23833751463367,69,63,89,26,9,6,191,287,2,38.7514619883041,147
"939",278,0.210308582702352,53,1,57,56,NA,6,191,271,1,21.1691176470588,56
"940",278,0.208424203055136,59,57,63,6,6,6,191,277,1,21.1691176470588,56
"941",278,0.223308738897518,69,63,91,28,10,6,191,287,2,38.7514619883041,147
"942",279,0.203226475514597,53,19,57,38,NA,6,191,271,1,21.1691176470588,56
"943",279,0.209851275090452,69,63,91,28,16,6,191,287,2,38.7514619883041,147
"944",280,0.200399585342102,69,63,76,13,NA,6,191,287,2,38.7514619883041,147
"945",286,0.201970021438603,94,87,153,66,NA,6,191,312,2,38.7514619883041,147
"946",228,0.601120793331935,71,1,144,143,NA,7,191,288,2,38.7514619883041,147
"947",229,0.499889797693642,72,1,144,143,NA,7,191,289,2,38.7514619883041,147
"948",230,0.449091512470502,72,1,144,143,NA,7,191,289,2,38.7514619883041,147
"949",231,0.408071935464085,72,1,144,143,NA,7,191,289,2,38.7514619883041,147
"950",232,0.369281197409234,73,1,144,143,NA,7,191,290,2,38.7514619883041,147
"951",233,0.339571137936094,72,1,136,135,NA,7,191,289,2,38.7514619883041,147
"952",234,0.323924402123052,71,1,136,135,NA,7,191,288,2,38.7514619883041,147
"953",235,0.316009895030462,69,1,98,97,NA,7,191,286,2,38.7514619883041,147
"954",236,0.209140830870815,51,36,54,18,NA,7,191,268,1,21.1691176470588,56
"955",236,0.329335886942805,68,54,81,27,17,7,191,285,2,38.7514619883041,147
"956",236,0.312079886098948,86,81,97,16,18,7,191,303,2,38.7514619883041,147
"957",237,0.232642679594305,50,37,55,18,NA,7,191,267,1,21.1691176470588,56
"958",237,0.353424566471176,68,55,79,24,18,7,191,285,2,38.7514619883041,147
"959",237,0.369713389575357,86,79,96,17,18,7,191,303,2,38.7514619883041,147
"960",238,0.261133794792018,50,38,55,17,NA,7,191,267,1,21.1691176470588,56
"961",238,0.377055384622786,68,55,79,24,18,7,191,285,2,38.7514619883041,147
"962",238,0.426194404512604,86,79,96,17,18,7,191,303,2,38.7514619883041,147
"963",238,0.205760992774857,101,96,149,53,15,7,191,318,2,38.7514619883041,147
"964",239,0.294266790054008,50,38,56,18,NA,7,191,267,1,21.1691176470588,56
"965",239,0.400792328681558,68,56,78,22,18,7,191,285,2,38.7514619883041,147
"966",239,0.487084908779149,86,78,96,18,18,7,191,303,2,38.7514619883041,147
"967",239,0.220534941481255,101,96,146,50,15,7,191,318,2,38.7514619883041,147
"968",240,0.216800588219516,32,1,38,37,NA,7,191,249,3,30.2631578947368,38
"969",240,0.321125012434593,50,38,57,19,18,7,191,267,1,21.1691176470588,56
"970",240,0.417665678564546,68,57,78,21,18,7,191,285,2,38.7514619883041,147
"971",240,0.532901345823503,86,78,96,18,18,7,191,303,2,38.7514619883041,147
"972",240,0.226914954442801,101,96,182,86,15,7,191,318,2,38.7514619883041,147
"973",241,0.241859624953374,32,1,39,38,NA,7,191,249,3,30.2631578947368,38
"974",241,0.360769591832098,50,39,57,18,18,7,191,267,1,21.1691176470588,56
"975",241,0.452398404514954,68,57,77,20,18,7,191,285,2,38.7514619883041,147
"976",241,0.5966835541398,86,77,96,19,18,7,191,303,2,38.7514619883041,147
"977",241,0.237523368573617,101,96,169,73,15,7,191,318,2,38.7514619883041,147
"978",242,0.24458240481847,32,1,39,38,NA,7,191,249,3,30.2631578947368,38
"979",242,0.388028705762553,50,39,58,19,18,7,191,267,1,21.1691176470588,56
"980",242,0.46658832543795,68,58,77,19,18,7,191,285,2,38.7514619883041,147
"981",242,0.635104180144956,86,77,96,19,18,7,191,303,2,38.7514619883041,147
"982",242,0.240460554208251,101,96,149,53,15,7,191,318,2,38.7514619883041,147
"983",243,0.249397774513734,32,1,39,38,NA,7,191,249,3,30.2631578947368,38
"984",243,0.426162011506363,50,39,58,19,18,7,191,267,1,21.1691176470588,56
"985",243,0.483952165322074,68,58,78,20,18,7,191,285,2,38.7514619883041,147
"986",243,0.681665922449925,86,78,96,18,18,7,191,303,2,38.7514619883041,147
"987",243,0.242561758932458,101,96,150,54,15,7,191,318,2,38.7514619883041,147
"988",244,0.250940883584115,32,1,38,37,NA,7,191,249,3,30.2631578947368,38
"989",244,0.46804223225347,50,38,58,20,18,7,191,267,1,21.1691176470588,56
"990",244,0.495128916838124,68,58,77,19,18,7,191,285,2,38.7514619883041,147
"991",244,0.715354856705124,86,77,96,19,18,7,191,303,2,38.7514619883041,147
"992",244,0.245703125330931,101,96,170,74,15,7,191,318,2,38.7514619883041,147
"993",245,0.250289981902159,32,1,38,37,NA,7,191,249,3,30.2631578947368,38
"994",245,0.513764782416089,50,38,58,20,18,7,191,267,1,21.1691176470588,56
"995",245,0.501704590933046,68,58,77,19,18,7,191,285,2,38.7514619883041,147
"996",245,0.745400419260405,86,77,96,19,18,7,191,303,2,38.7514619883041,147
"997",245,0.247282340209721,101,96,150,54,15,7,191,318,2,38.7514619883041,147
"998",246,0.245962405752134,32,1,38,37,NA,7,191,249,3,30.2631578947368,38
"999",246,0.57136122102508,50,38,58,20,18,7,191,267,1,21.1691176470588,56
"1000",246,0.510475176428079,68,58,77,19,18,7,191,285,2,38.7514619883041,147
"1001",246,0.781049493286781,86,77,97,20,18,7,191,303,2,38.7514619883041,147
"1002",246,0.247347705962722,101,97,190,93,15,7,191,318,2,38.7514619883041,147
"1003",247,0.243477528127377,32,1,38,37,NA,7,191,249,3,30.2631578947368,38
"1004",247,0.632613411299509,50,38,58,20,18,7,191,267,1,21.1691176470588,56
"1005",247,0.523239451006771,68,58,77,19,18,7,191,285,2,38.7514619883041,147
"1006",247,0.809687228923582,86,77,97,20,18,7,191,303,2,38.7514619883041,147
"1007",247,0.244671794118687,101,97,149,52,15,7,191,318,2,38.7514619883041,147
"1008",248,0.240816236970593,32,1,38,37,NA,7,191,249,3,30.2631578947368,38
"1009",248,0.674299981292201,50,38,58,20,18,7,191,267,1,21.1691176470588,56
"1010",248,0.533703890090382,68,58,77,19,18,7,191,285,2,38.7514619883041,147
"1011",248,0.824617163397782,86,77,97,20,18,7,191,303,2,38.7514619883041,147
"1012",248,0.244644368988839,101,97,150,53,15,7,191,318,2,38.7514619883041,147
"1013",249,0.23002483333169,32,19,38,19,NA,7,191,249,3,30.2631578947368,38
"1014",249,0.732623726463647,50,38,58,20,18,7,191,267,1,21.1691176470588,56
"1015",249,0.540183269956768,68,58,77,19,18,7,191,285,2,38.7514619883041,147
"1016",249,0.836656400443412,86,77,98,21,18,7,191,303,2,38.7514619883041,147
"1017",249,0.231129765034479,101,98,177,79,15,7,191,318,2,38.7514619883041,147
"1018",250,0.230025240878052,32,19,38,19,NA,7,191,249,3,30.2631578947368,38
"1019",250,0.784305822755548,50,38,58,20,18,7,191,267,1,21.1691176470588,56
"1020",250,0.56183500817687,68,58,77,19,18,7,191,285,2,38.7514619883041,147
"1021",250,0.838375362806855,86,77,98,21,18,7,191,303,2,38.7514619883041,147
"1022",250,0.229552589848109,101,98,177,79,15,7,191,318,2,38.7514619883041,147
"1023",251,0.226682800353406,32,19,37,18,NA,7,191,249,3,30.2631578947368,38
"1024",251,0.819663198690917,50,37,58,21,18,7,191,267,1,21.1691176470588,56
"1025",251,0.591687202998879,68,58,77,19,18,7,191,285,2,38.7514619883041,147
"1026",251,0.82522327365529,86,77,98,21,18,7,191,303,2,38.7514619883041,147
"1027",251,0.22549287396123,101,98,177,79,15,7,191,318,2,38.7514619883041,147
"1028",252,0.223536536958097,32,19,37,18,NA,7,191,249,3,30.2631578947368,38
"1029",252,0.839591790239303,50,37,58,21,18,7,191,267,1,21.1691176470588,56
"1030",252,0.620454313927757,68,58,77,19,18,7,191,285,2,38.7514619883041,147
"1031",252,0.794178324798929,86,77,98,21,18,7,191,303,2,38.7514619883041,147
"1032",252,0.221496959610239,101,98,178,80,15,7,191,318,2,38.7514619883041,147
"1033",253,0.220327570925044,32,19,38,19,NA,7,191,249,3,30.2631578947368,38
"1034",253,0.864875289164391,50,38,58,20,18,7,191,267,1,21.1691176470588,56
"1035",253,0.672636552692397,68,58,77,19,18,7,191,285,2,38.7514619883041,147
"1036",253,0.76426399843156,86,77,99,22,18,7,191,303,2,38.7514619883041,147
"1037",253,0.214640409624486,101,99,190,91,15,7,191,318,2,38.7514619883041,147
"1038",254,0.216971452302137,32,19,37,18,NA,7,191,249,3,30.2631578947368,38
"1039",254,0.882360343589676,50,37,58,21,18,7,191,267,1,21.1691176470588,56
"1040",254,0.786433650594472,68,58,78,20,18,7,191,285,2,38.7514619883041,147
"1041",254,0.738456290570057,86,78,99,21,18,7,191,303,2,38.7514619883041,147
"1042",254,0.209718748161857,101,99,190,91,15,7,191,318,2,38.7514619883041,147
"1043",255,0.213775071595798,32,19,38,19,NA,7,191,249,3,30.2631578947368,38
"1044",255,0.892776384925107,50,38,58,20,18,7,191,267,1,21.1691176470588,56
"1045",255,0.909140531908413,68,58,78,20,18,7,191,285,2,38.7514619883041,147
"1046",255,0.714341129642219,85,78,99,21,17,7,191,302,2,38.7514619883041,147
"1047",255,0.205630974219162,101,99,190,91,16,7,191,318,2,38.7514619883041,147
"1048",256,0.211946315902695,32,1,37,36,NA,7,191,249,3,30.2631578947368,38
"1049",256,0.90392657309419,50,37,58,21,18,7,191,267,1,21.1691176470588,56
"1050",256,0.978325098359543,68,58,78,20,18,7,191,285,2,38.7514619883041,147
"1051",256,0.692760916643002,85,78,99,21,17,7,191,302,2,38.7514619883041,147
"1052",256,0.203863441111033,101,99,190,91,16,7,191,318,2,38.7514619883041,147
"1053",257,0.206232735162213,33,20,38,18,NA,7,191,250,3,30.2631578947368,38
"1054",257,0.912865693430061,50,38,58,20,17,7,191,267,1,21.1691176470588,56
"1055",257,1.00769474309981,68,58,78,20,18,7,191,285,2,38.7514619883041,147
"1056",257,0.660986648741061,85,78,98,20,17,7,191,302,2,38.7514619883041,147
"1057",257,0.200844375776868,101,98,181,83,16,7,191,318,2,38.7514619883041,147
"1058",258,0.206213579183425,33,20,38,18,NA,7,191,250,3,30.2631578947368,38
"1059",258,0.910238128346848,50,38,58,20,17,7,191,267,1,21.1691176470588,56
"1060",258,1.02028021760179,68,58,78,20,18,7,191,285,2,38.7514619883041,147
"1061",258,0.600593797511555,85,78,98,20,17,7,191,302,2,38.7514619883041,147
"1062",258,0.200579531343075,101,98,181,83,16,7,191,318,2,38.7514619883041,147
"1063",259,0.206715152259181,33,19,38,19,NA,7,191,250,3,30.2631578947368,38
"1064",259,0.892825673135986,50,38,58,20,17,7,191,267,1,21.1691176470588,56
"1065",259,1.02986495217222,68,58,78,20,18,7,191,285,2,38.7514619883041,147
"1066",259,0.540717475406798,85,78,98,20,17,7,191,302,2,38.7514619883041,147
"1067",260,0.206739204518813,33,19,37,18,NA,7,191,250,3,30.2631578947368,38
"1068",260,0.861064877845344,50,37,58,21,17,7,191,267,1,21.1691176470588,56
"1069",260,1.02554776028209,68,58,78,20,18,7,191,285,2,38.7514619883041,147
"1070",260,0.500433716466454,85,78,98,20,17,7,191,302,2,38.7514619883041,147
"1071",261,0.207744797721832,33,19,37,18,NA,7,191,250,3,30.2631578947368,38
"1072",261,0.802376680750362,50,37,58,21,17,7,191,267,1,21.1691176470588,56
"1073",261,1.01369715308004,68,58,78,20,18,7,191,285,2,38.7514619883041,147
"1074",261,0.46708754559949,85,78,97,19,17,7,191,302,2,38.7514619883041,147
"1075",262,0.208520005062254,33,19,37,18,NA,7,191,250,3,30.2631578947368,38
"1076",262,0.715021502872351,50,37,58,21,17,7,191,267,1,21.1691176470588,56
"1077",262,0.993626554907763,68,58,78,20,18,7,191,285,2,38.7514619883041,147
"1078",262,0.442324554107977,86,78,97,19,18,7,191,303,2,38.7514619883041,147
"1079",263,0.208546773255903,33,19,37,18,NA,7,191,250,3,30.2631578947368,38
"1080",263,0.641859574256427,50,37,58,21,17,7,191,267,1,21.1691176470588,56
"1081",263,0.954448320891563,68,58,78,20,18,7,191,285,2,38.7514619883041,147
"1082",263,0.416564346579821,86,78,97,19,18,7,191,303,2,38.7514619883041,147
"1083",264,0.209537768783359,33,18,37,19,NA,7,191,250,3,30.2631578947368,38
"1084",264,0.588219362196551,50,37,58,21,17,7,191,267,1,21.1691176470588,56
"1085",264,0.920612896814015,68,58,78,20,18,7,191,285,2,38.7514619883041,147
"1086",264,0.386705825607739,86,78,97,19,18,7,191,303,2,38.7514619883041,147
"1087",265,0.208494035214271,33,1,37,36,NA,7,191,250,3,30.2631578947368,38
"1088",265,0.51224085855333,50,37,58,21,17,7,191,267,1,21.1691176470588,56
"1089",265,0.85076671239979,68,58,78,20,18,7,191,285,2,38.7514619883041,147
"1090",265,0.350761129565246,86,78,98,20,18,7,191,303,2,38.7514619883041,147
"1091",266,0.208534707393224,33,1,37,36,NA,7,191,250,3,30.2631578947368,38
"1092",266,0.467149871401159,50,37,58,21,17,7,191,267,1,21.1691176470588,56
"1093",266,0.737301565990636,68,58,78,20,18,7,191,285,2,38.7514619883041,147
"1094",266,0.331900235807756,86,78,98,20,18,7,191,303,2,38.7514619883041,147
"1095",267,0.207751784657608,33,1,37,36,NA,7,191,250,3,30.2631578947368,38
"1096",267,0.413908534405431,50,37,58,21,17,7,191,267,1,21.1691176470588,56
"1097",267,0.618184255401665,68,58,79,21,18,7,191,285,2,38.7514619883041,147
"1098",267,0.304184781534665,86,79,98,19,18,7,191,303,2,38.7514619883041,147
"1099",268,0.207520124271046,33,1,37,36,NA,7,191,250,3,30.2631578947368,38
"1100",268,0.370024056646493,51,37,59,22,18,7,191,268,1,21.1691176470588,56
"1101",268,0.541686434554178,68,59,78,19,17,7,191,285,2,38.7514619883041,147
"1102",268,0.277471344251578,87,78,98,20,19,7,191,304,2,38.7514619883041,147
"1103",269,0.205281736720101,33,1,38,37,NA,7,191,250,3,30.2631578947368,38
"1104",269,0.330890553104416,50,38,58,20,17,7,191,267,1,21.1691176470588,56
"1105",269,0.47754123449235,68,58,78,20,18,7,191,285,2,38.7514619883041,147
"1106",269,0.255820723079339,87,78,98,20,19,7,191,304,2,38.7514619883041,147
"1107",270,0.204363068901386,33,1,38,37,NA,7,191,250,3,30.2631578947368,38
"1108",270,0.303812342422499,50,38,58,20,17,7,191,267,1,21.1691176470588,56
"1109",270,0.424830182756472,68,58,78,20,18,7,191,285,2,38.7514619883041,147
"1110",270,0.239303658171308,82,78,85,7,14,7,191,299,2,38.7514619883041,147
"1111",270,0.237988287219248,87,85,98,13,5,7,191,304,2,38.7514619883041,147
"1112",271,0.202818250769265,33,1,38,37,NA,7,191,250,3,30.2631578947368,38
