"","x","V1","V2","V3","V4","widthsy","frame","file","peakNum","maxL"
"1387",327,0.106253537326686,54,46,71,25,3,261,2,105
"1388",328,0.101657985486621,23,1,34,33,3,261,2,105
"1389",328,0.107271678455917,54,40,69,29,3,261,2,105
"1390",204,0.103902245102157,31,5,47,42,3,261,3,114
"1391",205,0.100851260398218,21,4,23,19,3,261,3,114
"1392",205,0.105934606699021,31,23,43,20,3,261,3,114
"1393",206,0.102450719320207,21,4,22,18,3,261,3,114
"1394",206,0.106003160874528,29,22,43,21,3,261,3,114
"1395",206,0.100010140659735,54,43,63,20,3,261,3,114
"1396",207,0.102467905076001,21,6,22,16,3,261,3,114
"1397",207,0.104898226801191,28,22,39,17,3,261,3,114
"1398",207,0.10178431670216,53,46,63,17,3,261,3,114
"1399",208,0.10503831649878,27,6,37,31,3,261,3,114
"1400",208,0.101969364485749,53,45,64,19,3,261,3,114
"1401",209,0.104336110175925,31,4,38,34,3,261,3,114
"1402",209,0.101894014676925,40,38,44,6,3,261,3,114
"1403",209,0.107811173232341,51,44,64,20,3,261,3,114
"1404",210,0.105466738860177,32,3,43,40,3,261,3,114
"1405",210,0.109087834767164,51,43,64,21,3,261,3,114
"1406",211,0.108890921180301,32,1,43,42,3,261,3,114
"1407",211,0.110789089764124,50,43,59,16,3,261,3,114
"1408",212,0.112811887948432,32,4,42,38,3,261,3,114
"1409",212,0.11306518986583,50,42,59,17,3,261,3,114
"1410",213,0.118088645022271,26,1,41,40,3,261,3,114
"1411",213,0.117120322636114,50,41,59,18,3,261,3,114
"1412",213,0.101331971318036,62,59,112,53,3,261,3,114
"1413",214,0.12207400566855,25,3,41,38,3,261,3,114
"1414",214,0.120208768782568,49,41,59,18,3,261,3,114
"1415",214,0.102782670520109,62,59,112,53,3,261,3,114
"1416",215,0.126015063714549,26,1,41,40,3,261,3,114
"1417",215,0.123403413295709,48,41,58,17,3,261,3,114
"1418",215,0.104311069952547,62,58,108,50,3,261,3,114
"1419",216,0.126005029318124,25,1,41,40,3,261,3,114
"1420",216,0.12469862795612,48,41,59,18,3,261,3,114
"1421",216,0.104830156405686,62,59,108,49,3,261,3,114
"1422",217,0.122279589815756,22,5,29,24,3,261,3,114
"1423",217,0.123301981559827,35,29,39,10,3,261,3,114
"1424",217,0.12973069642026,46,39,61,22,3,261,3,114
"1425",217,0.10038894828543,63,61,103,42,3,261,3,114
"1426",218,0.123705623629152,21,4,28,24,3,261,3,114
"1427",218,0.135362735636217,46,28,103,75,3,261,3,114
"1428",219,0.127620408119485,21,4,28,24,3,261,3,114
"1429",219,0.14502892121718,46,28,103,75,3,261,3,114
"1430",220,0.132294751062744,21,4,28,24,3,261,3,114
"1431",220,0.154322833703615,45,28,103,75,3,261,3,114
"1432",221,0.138784385378729,22,4,32,28,3,261,3,114
"1433",221,0.161536247163595,45,32,103,71,3,261,3,114
"1434",222,0.143366238278256,21,5,32,27,3,261,3,114
"1435",222,0.164899338009331,45,32,103,71,3,261,3,114
"1436",223,0.147284364027108,21,4,32,28,3,261,3,114
"1437",223,0.165503398442057,45,32,103,71,3,261,3,114
"1438",224,0.148010946247311,21,4,31,27,3,261,3,114
"1439",224,0.163725239168718,45,31,104,73,3,261,3,114
"1440",225,0.15606562534,20,5,21,16,3,261,3,114
"1441",225,0.156123149138612,22,21,29,8,3,261,3,114
"1442",225,0.175375588008652,45,29,63,34,3,261,3,114
"1443",225,0.109952418194059,65,63,122,59,3,261,3,114
"1444",226,0.160867908260449,19,5,22,17,3,261,3,114
"1445",226,0.1600801293489,23,22,32,10,3,261,3,114
"1446",226,0.17395717704356,44,32,64,32,3,261,3,114
"1447",226,0.10988612381077,65,64,122,58,3,261,3,114
"1448",227,0.185358152266498,18,5,32,27,3,261,3,114
"1449",227,0.174772974486664,44,32,122,90,3,261,3,114
"1450",228,0.229027478938814,18,5,32,27,3,261,3,114
"1451",228,0.180130112121484,43,32,64,32,3,261,3,114
"1452",228,0.113962340321825,65,64,122,58,3,261,3,114
"1453",229,0.281912756073271,18,4,32,28,3,261,3,114
"1454",229,0.189905638392921,37,32,122,90,3,261,3,114
"1455",230,0.331692421998407,18,4,32,28,3,261,3,114
"1456",230,0.204633576045869,38,32,64,32,3,261,3,114
"1457",230,0.117980109477796,65,64,122,58,3,261,3,114
"1458",231,0.332452856093164,18,4,33,29,3,261,3,114
"1459",231,0.216112022939664,40,33,122,89,3,261,3,114
"1460",232,0.298291666103182,18,5,32,27,3,261,3,114
"1461",232,0.22361593092324,40,32,122,90,3,261,3,114
"1462",233,0.249582732556838,19,5,31,26,3,261,3,114
"1463",233,0.212067808752892,40,31,111,80,3,261,3,114
"1464",234,0.231310834030456,19,5,31,26,3,261,3,114
"1465",234,0.210341732463982,40,31,111,80,3,261,3,114
"1466",235,0.218633780295268,20,5,31,26,3,261,3,114
"1467",235,0.209591448428403,40,31,111,80,3,261,3,114
"1468",236,0.219984998495734,20,5,31,26,3,261,3,114
"1469",236,0.210943036555959,39,31,111,80,3,261,3,114
"1470",237,0.228061027094764,20,5,31,26,3,261,3,114
"1471",237,0.217594427653087,38,31,56,25,3,261,3,114
"1472",237,0.141416701318459,58,56,111,55,3,261,3,114
"1473",238,0.240297579435989,20,5,33,28,3,261,3,114
"1474",238,0.227121810772132,37,33,55,22,3,261,3,114
"1475",238,0.148894319472718,59,55,111,56,3,261,3,114
"1476",239,0.255482210013757,20,5,33,28,3,261,3,114
"1477",239,0.237453958529897,37,33,55,22,3,261,3,114
"1478",239,0.155285542672835,59,55,111,56,3,261,3,114
"1479",240,0.268967521782809,20,5,34,29,3,261,3,114
"1480",240,0.244523671528551,36,34,55,21,3,261,3,114
"1481",240,0.158678056954956,59,55,111,56,3,261,3,114
"1482",241,0.267244608473094,21,6,35,29,3,261,3,114
"1483",241,0.247807818378996,36,35,53,18,3,261,3,114
"1484",241,0.171526426097094,59,53,109,56,3,261,3,114
"1485",242,0.264508355218817,26,6,53,47,3,261,3,114
"1486",242,0.183568515436341,60,53,110,57,3,261,3,114
"1487",243,0.274993153591925,23,6,34,28,3,261,3,114
"1488",243,0.259122391323939,36,34,53,19,3,261,3,114
"1489",243,0.191669946771714,60,53,110,57,3,261,3,114
"1490",244,0.291525176907931,24,6,26,20,3,261,3,114
"1491",244,0.291258358836681,29,26,53,27,3,261,3,114
"1492",244,0.187020264649123,59,53,111,58,3,261,3,114
"1493",245,0.343877723259193,28,5,53,48,3,261,3,114
"1494",245,0.173596460261249,58,53,113,60,3,261,3,114
"1495",246,0.43254357903758,28,6,114,108,3,261,3,114
"1496",247,0.653353739755735,29,5,114,109,3,261,3,114
"1497",248,0.957900743607258,29,5,114,109,3,261,3,114
"1498",249,1.0064089681217,29,5,114,109,3,261,3,114
"1499",250,0.988428764888946,29,6,114,108,3,261,3,114
"1500",251,0.796090184395073,29,6,102,96,3,261,3,114
"1501",252,0.575835178888806,30,7,102,95,3,261,3,114
"1502",253,0.474687890504135,30,8,122,114,3,261,3,114
"1503",254,0.428469444319777,31,8,122,114,3,261,3,114
"1504",255,0.410981582740253,31,8,102,94,3,261,3,114
"1505",256,0.412914278642779,31,8,102,94,3,261,3,114
"1506",257,0.424908230581955,32,8,63,55,3,261,3,114
"1507",257,0.153213525401996,65,63,144,81,3,261,3,114
"1508",258,0.425195334227117,32,8,64,56,3,261,1,110
"1509",258,0.150965281182696,65,64,144,80,3,261,1,110
"1510",259,0.428786441247953,33,9,63,54,3,261,1,110
"1511",259,0.149763350933303,65,63,144,81,3,261,1,110
"1512",260,0.439030313449031,34,9,64,55,3,261,1,110
"1513",260,0.146961129896698,65,64,144,80,3,261,1,110
"1514",261,0.465664910213442,33,9,63,54,3,261,1,110
"1515",261,0.145710305078479,65,63,144,81,3,261,1,110
"1516",262,0.520668314437558,33,9,64,55,3,261,1,110
"1517",262,0.142915486180069,65,64,144,80,3,261,1,110
"1518",263,0.651853147564713,33,10,63,53,3,261,1,110
"1519",263,0.141744515029505,65,63,144,81,3,261,1,110
"1520",264,0.934451648425112,33,10,63,53,3,261,1,110
"1521",264,0.141702459200845,66,63,144,81,3,261,1,110
"1522",265,1.02769133827822,33,9,119,110,3,261,1,110
"1523",266,1.01936241281588,33,9,119,110,3,261,1,110
"1524",267,1.01544229969132,35,9,119,110,3,261,1,110
"1525",268,1.01774981857009,34,9,119,110,3,261,1,110
"1526",269,1.02754348271419,33,9,119,110,3,261,1,110
"1527",270,1.00064824282019,33,10,119,109,3,261,1,110
"1528",271,0.842454537570809,32,11,119,108,3,261,1,110
"1529",272,0.623210227196719,32,11,119,108,3,261,1,110
"1530",273,0.497448831514407,32,10,114,104,3,261,1,110
"1531",274,0.444923000508247,32,11,114,103,3,261,1,110
"1532",275,0.424427703016159,31,10,114,104,3,261,1,110
"1533",276,0.40948631378828,31,10,63,53,3,261,1,110
"1534",276,0.151798828951679,65,63,114,51,3,261,1,110
"1535",277,0.393710576667477,30,10,63,53,3,261,1,110
"1536",277,0.153444408602312,65,63,114,51,3,261,1,110
"1537",278,0.37839942586207,29,9,63,54,3,261,2,105
"1538",278,0.152519044018292,64,63,114,51,3,261,2,105
"1539",279,0.366125249954887,28,9,63,54,3,261,2,105
"1540",279,0.150852821859386,64,63,114,51,3,261,2,105
"1541",280,0.367746018647235,28,9,114,105,3,261,2,105
"1542",281,0.38669688264713,27,8,109,101,3,261,2,105
"1543",282,0.459263449838872,25,7,109,102,3,261,2,105
"1544",283,0.588241634717336,24,7,76,69,3,261,2,105
"1545",284,0.738330238831141,23,6,48,42,3,261,2,105
"1546",284,0.18602899665563,52,48,76,28,3,261,2,105
"1547",285,0.80075836678607,21,6,48,42,3,261,2,105
"1548",285,0.179373917583059,53,48,76,28,3,261,2,105
"1549",286,0.729999489794182,21,5,49,44,3,261,2,105
"1550",286,0.169433128652282,54,49,99,50,3,261,2,105
"1551",287,0.569793229588,21,5,50,45,3,261,2,105
"1552",287,0.161558244172952,55,50,75,25,3,261,2,105
"1553",288,0.433541714464029,21,5,51,46,3,261,2,105
"1554",288,0.156860477746948,56,51,76,25,3,261,2,105
"1555",289,0.351016114449147,20,6,53,47,3,261,2,105
"1556",289,0.155251306491466,58,53,124,71,3,261,2,105
"1557",290,0.315820245841431,20,6,53,47,3,261,2,105
"1558",290,0.164283670302663,59,53,124,71,3,261,2,105
"1559",291,0.29538329252374,21,5,53,48,3,261,2,105
"1560",291,0.178848334282194,59,53,124,71,3,261,2,105
"1561",292,0.285722640907072,20,5,34,29,3,261,2,105
"1562",292,0.232250454455479,37,34,53,19,3,261,2,105
"1563",292,0.190399339710617,59,53,125,72,3,261,2,105
"1564",293,0.27384154286991,19,4,33,29,3,261,2,105
"1565",293,0.227804447107725,38,33,53,20,3,261,2,105
"1566",293,0.189985803633619,59,53,135,82,3,261,2,105
"1567",294,0.265386842355507,19,4,33,29,3,261,2,105
"1568",294,0.224004819999114,38,33,53,20,3,261,2,105
"1569",294,0.179421961596457,59,53,134,81,3,261,2,105
"1570",295,0.255615050424137,19,1,32,31,3,261,2,105
"1571",295,0.217076638508062,38,32,53,21,3,261,2,105
"1572",295,0.164050251174372,59,53,134,81,3,261,2,105
"1573",296,0.243272468790114,20,4,32,28,3,261,2,105
"1574",296,0.212087123970585,38,32,54,22,3,261,2,105
"1575",296,0.153892480688793,58,54,133,79,3,261,2,105
"1576",297,0.242558086649534,18,1,33,32,3,261,2,105
"1577",297,0.201820230080377,40,33,52,19,3,261,2,105
"1578",297,0.149360127937415,54,52,105,53,3,261,2,105
"1579",298,0.254274382843923,17,1,33,32,3,261,2,105
"1580",298,0.200461410735987,40,33,52,19,3,261,2,105
"1581",298,0.147333478461506,55,52,105,53,3,261,2,105
"1582",299,0.284983690764683,16,1,33,32,3,261,2,105
"1583",299,0.200573226267911,39,33,105,72,3,261,2,105
"1584",300,0.316128800502791,16,1,33,32,3,261,2,105
"1585",300,0.201824754879426,38,33,105,72,3,261,2,105
"1586",301,0.311893789275338,16,1,33,32,3,261,2,105
"1587",301,0.202763023436241,37,33,105,72,3,261,2,105
"1588",302,0.273099804443669,17,1,33,32,3,261,2,105
"1589",302,0.19786146367688,38,33,105,72,3,261,2,105
"1590",303,0.227823890560492,17,3,31,28,3,261,2,105
"1591",303,0.189227579948402,38,31,105,74,3,261,2,105
"1592",304,0.203287720424224,19,1,30,29,3,261,2,105
"1593",304,0.180539208452492,38,30,105,75,3,261,2,105
"1594",305,0.183936518787281,19,1,32,31,3,261,2,105
"1595",305,0.17307664922286,39,32,111,79,3,261,2,105
"1596",306,0.176045213773147,19,1,32,31,3,261,2,105
"1597",306,0.163956860062846,39,32,111,79,3,261,2,105
"1598",307,0.168133534039901,19,1,32,31,3,261,2,105
"1599",307,0.157831517132741,44,32,111,79,3,261,2,105
"1600",308,0.164024692099232,19,1,32,31,3,261,2,105
"1601",308,0.147504830990213,36,32,37,5,3,261,2,105
"1602",308,0.160351198766126,44,37,111,74,3,261,2,105
"1603",309,0.160451083818608,19,1,31,30,3,261,2,105
"1604",309,0.146302584717955,35,31,37,6,3,261,2,105
"1605",309,0.165242389874368,44,37,111,74,3,261,2,105
"1606",310,0.155159249156181,20,1,31,30,3,261,2,105
"1607",310,0.170816828376261,44,31,62,31,3,261,2,105
"1608",310,0.105818284000963,64,62,111,49,3,261,2,105
"1609",311,0.146496920969044,21,1,31,30,3,261,2,105
"1610",311,0.170432865154951,44,31,64,33,3,261,2,105
"1611",311,0.103824825878351,68,64,111,47,3,261,2,105
"1612",312,0.141632915781217,22,1,30,29,3,261,2,105
"1613",312,0.16886807217672,43,30,63,33,3,261,2,105
"1614",312,0.103858429728621,68,63,111,48,3,261,2,105
"1615",313,0.137452192123549,25,1,30,29,3,261,2,105
"1616",313,0.157008976732408,42,30,68,38,3,261,2,105
"1617",314,0.133419627251593,25,1,28,27,3,261,2,105
"1618",314,0.146055203950068,42,28,67,39,3,261,2,105
"1619",315,0.12817748979266,20,1,26,25,3,261,2,105
"1620",315,0.134522833358569,37,26,68,42,3,261,2,105
"1621",316,0.124529779130442,20,1,25,24,3,261,2,105
"1622",316,0.129800417443871,34,25,44,19,3,261,2,105
"1623",316,0.122314258459844,47,44,67,23,3,261,2,105
"1624",317,0.122048165438454,21,3,28,25,3,261,2,105
"1625",317,0.121773590241197,36,28,44,16,3,261,2,105
"1626",317,0.1174156199174,47,44,66,22,3,261,2,105
"1627",318,0.121829257835854,27,2,44,42,3,261,2,105
"1628",318,0.114004565597865,49,44,67,23,3,261,2,105
"1629",319,0.121965719721924,25,3,40,37,3,261,2,105
"1630",319,0.109959619262118,49,40,68,28,3,261,2,105
"1631",320,0.117932162612549,25,4,39,35,3,261,2,105
"1632",320,0.109674005091007,51,39,68,29,3,261,2,105
"1633",321,0.112963460245414,24,1,30,29,3,261,2,105
"1634",321,0.10989542570172,33,30,44,14,3,261,2,105
"1635",321,0.112937424264083,51,44,122,78,3,261,2,105
"1636",322,0.112253484081358,24,1,44,43,3,261,2,105
"1637",322,0.111486432782793,51,44,72,28,3,261,2,105
"1638",323,0.109761186661473,23,2,34,32,3,261,2,105
"1639",323,0.102041507686791,40,34,46,12,3,261,2,105
"1640",323,0.107468328283356,53,46,73,27,3,261,2,105
"1641",324,0.109631946816412,22,1,34,33,3,261,2,105
"1642",324,0.106563379389591,54,46,74,28,3,261,2,105
"1643",325,0.107403643145549,21,2,34,32,3,261,2,105
"1644",325,0.105550887350139,54,44,71,27,3,261,2,105
"1645",326,0.105710372688492,22,1,34,33,3,261,2,105
"1646",326,0.105899214154613,54,46,69,23,3,261,2,105
"1647",327,0.103857167097044,22,1,34,33,3,261,2,105
"1648",327,0.106253537326686,54,46,71,25,3,261,2,105
"1649",328,0.101657985486621,23,1,34,33,3,261,2,105
"1650",328,0.107271678455917,54,40,69,29,3,261,2,105
"1651",203,0.1005368183546,31,5,48,43,4,271,3,136
"1652",204,0.104546539561378,31,5,47,42,4,271,3,136
"1653",205,0.106093545439485,26,5,43,38,4,271,3,136
"1654",206,0.102503411202492,21,5,25,20,4,271,3,136
"1655",206,0.103754577100259,31,25,43,18,4,271,3,136
"1656",207,0.102524672206365,21,6,25,19,4,271,3,136
"1657",207,0.102112091416447,27,25,41,16,4,271,3,136
"1658",207,0.10077213993741,52,41,114,73,4,271,3,136
"1659",208,0.101104476005065,20,6,26,20,4,271,3,136
"1660",208,0.10110594064336,52,45,114,69,4,271,3,136
"1661",209,0.104305106772616,28,6,35,29,4,271,3,136
"1662",209,0.101964596895401,39,35,44,9,4,271,3,136
"1663",209,0.107812506017842,51,44,114,70,4,271,3,136
"1664",210,0.106055664562698,32,5,43,38,4,271,3,136
"1665",210,0.109093779387114,51,43,61,18,4,271,3,136
"1666",211,0.108911410913068,27,4,34,30,4,271,3,136
"1667",211,0.105853149078594,38,34,43,9,4,271,3,136
"1668",211,0.110788110636713,50,43,59,16,4,271,3,136
"1669",212,0.112831210367703,27,6,34,28,4,271,3,136
"1670",212,0.109770962901521,38,34,43,9,4,271,3,136
"1671",212,0.113065835479821,50,43,58,15,4,271,3,136
"1672",212,0.100182598191376,61,58,114,56,4,271,3,136
"1673",213,0.117976847354848,32,4,42,38,4,271,3,136
"1674",213,0.117125126966387,50,42,59,17,4,271,3,136
"1675",213,0.101297917828565,62,59,114,55,4,271,3,136
"1676",214,0.121897878773837,32,5,42,37,4,271,3,136
"1677",214,0.120211561023586,49,42,60,18,4,271,3,136
"1678",214,0.101862655164511,62,60,114,54,4,271,3,136
"1679",215,0.124167948974382,28,4,41,37,4,271,3,136
"1680",215,0.123399658425009,48,41,59,18,4,271,3,136
"1681",215,0.102641496242542,61,59,114,55,4,271,3,136
"1682",216,0.125752571645322,29,4,30,26,4,271,3,136
"1683",216,0.12579490089053,33,30,42,12,4,271,3,136
"1684",216,0.124695791521745,48,42,59,17,4,271,3,136
"1685",216,0.102619007661459,62,59,114,55,4,271,3,136
"1686",217,0.121992501010906,23,5,29,24,4,271,3,136
"1687",217,0.123804045633195,36,29,40,11,4,271,3,136
"1688",217,0.133959372165455,47,40,61,21,4,271,3,136
"1689",217,0.100359952091314,63,61,117,56,4,271,3,136
"1690",218,0.12579776822666,25,4,31,27,4,271,3,136
"1691",218,0.1252555556772,37,31,38,7,4,271,3,136
"1692",218,0.138067802047034,46,38,118,80,4,271,3,136
"1693",219,0.126047300141435,22,4,29,25,4,271,3,136
"1694",219,0.14548434524296,45,29,118,89,4,271,3,136
"1695",220,0.130029717903387,21,4,29,25,4,271,3,136
"1696",220,0.154507955040969,45,29,119,90,4,271,3,136
"1697",221,0.137945020175161,22,4,32,28,4,271,3,136
"1698",221,0.162285632409485,45,32,121,89,4,271,3,136
"1699",222,0.141800449314761,22,5,32,27,4,271,3,136
"1700",222,0.165432984262923,45,32,121,89,4,271,3,136
"1701",223,0.144179774551073,20,4,30,26,4,271,3,136
"1702",223,0.167746177660532,45,30,121,91,4,271,3,136
"1703",224,0.147526319216456,21,4,31,27,4,271,3,136
"1704",224,0.166990230960943,45,31,121,90,4,271,3,136
"1705",225,0.159402226681653,19,5,27,22,4,271,3,136
"1706",225,0.145642538924835,30,27,31,4,4,271,3,136
"1707",225,0.171811685658636,45,31,125,94,4,271,3,136
"1708",226,0.169088458512004,19,5,31,26,4,271,3,136
"1709",226,0.170612858913724,45,31,125,94,4,271,3,136
"1710",227,0.191453609882086,18,4,32,28,4,271,3,136
"1711",227,0.172066754882979,44,32,62,30,4,271,3,136
"1712",227,0.112101399036037,63,62,125,63,4,271,3,136
"1713",228,0.233931624548636,18,4,32,28,4,271,3,136
"1714",228,0.180478125609711,43,32,125,93,4,271,3,136
"1715",229,0.295689534692347,18,4,31,27,4,271,3,136
"1716",229,0.194887172815348,42,31,109,78,4,271,3,136
"1717",230,0.338842098835075,18,4,31,27,4,271,3,136
"1718",230,0.20935851219608,41,31,109,78,4,271,3,136
"1719",231,0.327797526622641,18,4,31,27,4,271,3,136
"1720",231,0.21739837755167,40,31,61,30,4,271,3,136
"1721",231,0.120163025579243,63,61,109,48,4,271,3,136
"1722",232,0.289899952540676,18,4,32,28,4,271,3,136
"1723",232,0.220373945636971,40,32,62,30,4,271,3,136
"1724",232,0.120819826353435,63,62,108,46,4,271,3,136
"1725",233,0.239936100879364,19,4,32,28,4,271,3,136
"1726",233,0.21488918142367,41,32,62,30,4,271,3,136
"1727",233,0.119147929416963,64,62,111,49,4,271,3,136
"1728",234,0.224543280767963,19,4,32,28,4,271,3,136
"1729",234,0.212268376197171,40,32,62,30,4,271,3,136
"1730",234,0.120949974138991,63,62,111,49,4,271,3,136
"1731",235,0.213398336283045,20,4,31,27,4,271,3,136
"1732",235,0.208213083674584,39,31,111,80,4,271,3,136
"1733",236,0.216834260943753,20,5,32,27,4,271,3,136
"1734",236,0.208540904076012,39,32,111,79,4,271,3,136
"1735",237,0.226864470328337,20,5,32,27,4,271,3,136
"1736",237,0.215947575621788,38,32,56,24,4,271,3,136
"1737",237,0.141443482799986,59,56,111,55,4,271,3,136
"1738",238,0.237601047408009,21,5,33,28,4,271,3,136
"1739",238,0.228073358283776,37,33,54,21,4,271,3,136
"1740",238,0.149652796033269,58,54,111,57,4,271,3,136
"1741",239,0.253070036608214,21,5,34,29,4,271,3,136
"1742",239,0.238924636513247,36,34,54,20,4,271,3,136
"1743",239,0.158527321601624,59,54,111,57,4,271,3,136
"1744",240,0.265115909602864,20,5,34,29,4,271,3,136
"1745",240,0.2476740748464,35,34,53,19,4,271,3,136
"1746",240,0.162590579816792,59,53,111,58,4,271,3,136
"1747",241,0.2666026800728,21,5,54,49,4,271,3,136
"1748",241,0.173546632067494,60,54,109,55,4,271,3,136
"1749",242,0.271043385220553,23,6,35,29,4,271,3,136
"1750",242,0.250908694559398,38,35,53,18,4,271,3,136
"1751",242,0.184368286464028,60,53,110,57,4,271,3,136
"1752",243,0.281398648350809,25,6,53,47,4,271,3,136
"1753",243,0.192282667587808,59,53,110,57,4,271,3,136
"1754",244,0.298075227289927,26,6,53,47,4,271,3,136
"1755",244,0.186648816950297,59,53,111,58,4,271,3,136
"1756",245,0.352163624277922,28,6,53,47,4,271,3,136
"1757",245,0.173806982908805,58,53,113,60,4,271,3,136
"1758",246,0.458720529725792,28,6,114,108,4,271,3,136
"1759",247,0.690639005778602,29,6,114,108,4,271,3,136
"1760",248,0.971301852533707,29,5,114,109,4,271,3,136
"1761",249,1.00578501375253,29,5,122,117,4,271,3,136
"1762",250,0.978861221871046,29,6,122,116,4,271,3,136
"1763",251,0.756845481318819,29,6,122,116,4,271,3,136
"1764",252,0.545402659622025,30,7,122,115,4,271,3,136
"1765",253,0.465863112316783,31,8,101,93,4,271,3,136
"1766",254,0.417921897123921,31,8,100,92,4,271,3,136
"1767",255,0.400353951160732,31,8,100,92,4,271,3,136
"1768",256,0.415551296333123,31,8,61,53,4,271,3,136
"1769",256,0.151195881840168,63,61,100,39,4,271,3,136
"1770",257,0.42384730071843,32,8,144,136,4,271,3,136
"1771",258,0.429618405723825,32,8,62,54,4,271,1,135
"1772",258,0.15517788817609,64,62,144,82,4,271,1,135
"1773",259,0.428893068669451,33,9,61,52,4,271,1,135
"1774",259,0.155207955376196,64,61,144,83,4,271,1,135
"1775",260,0.441106857766835,33,9,61,52,4,271,1,135
"1776",260,0.155072573423496,65,61,144,83,4,271,1,135
"1777",261,0.465249202470083,33,9,60,51,4,271,1,135
"1778",261,0.152875204324214,64,60,144,84,4,271,1,135
"1779",262,0.528887612077579,33,9,61,52,4,271,1,135
"1780",262,0.148853262448483,64,61,75,14,4,271,1,135
"1781",262,0.115249095113314,76,75,144,69,4,271,1,135
"1782",263,0.684822304581603,33,9,62,53,4,271,1,135
"1783",263,0.145622750399783,64,62,74,12,4,271,1,135
"1784",263,0.115878360215865,77,74,144,70,4,271,1,135
"1785",264,0.966272145250334,33,9,63,54,4,271,1,135
"1786",264,0.143176223398533,64,63,74,11,4,271,1,135
"1787",264,0.117038956205499,77,74,144,70,4,271,1,135
"1788",265,1.02763238971279,33,9,144,135,4,271,1,135
"1789",266,1.02124936710037,34,9,144,135,4,271,1,135
"1790",267,1.01181915158058,33,8,34,26,4,271,1,135
"1791",267,1.01176974074345,35,34,144,110,4,271,1,135
"1792",268,1.0200910792215,34,9,144,135,4,271,1,135
"1793",269,1.02771831346136,33,9,144,135,4,271,1,135
"1794",270,0.989281418874408,32,10,144,134,4,271,1,135
"1795",271,0.796284661754646,32,11,144,133,4,271,1,135
"1796",272,0.593026231174377,32,10,144,134,4,271,1,135
"1797",273,0.488605731299656,32,11,114,103,4,271,1,135
"1798",274,0.450192854117326,32,11,114,103,4,271,1,135
"1799",275,0.422496046170656,31,10,114,104,4,271,1,135
"1800",276,0.408675327988108,30,10,63,53,4,271,1,135
"1801",276,0.151790064621528,65,63,114,51,4,271,1,135
"1802",277,0.391332412022323,30,10,63,53,4,271,1,135
"1803",277,0.153445953293861,65,63,114,51,4,271,1,135
"1804",278,0.374444596449601,30,9,63,54,4,271,2,105
"1805",278,0.152587761479923,64,63,114,51,4,271,2,105
"1806",279,0.367963684034926,29,9,63,54,4,271,1,135
"1807",279,0.150962315090398,64,63,114,51,4,271,1,135
"1808",280,0.370712608309962,28,9,114,105,4,271,2,105
"1809",281,0.404308278559712,26,8,98,90,4,271,2,105
"1810",282,0.475539986638509,25,7,98,91,4,271,2,105
"1811",283,0.61662400185974,24,7,97,90,4,271,2,105
"1812",284,0.755859645098884,23,6,49,43,4,271,2,105
"1813",284,0.184173297082837,52,49,97,48,4,271,2,105
"1814",285,0.799799102429129,21,6,48,42,4,271,2,105
"1815",285,0.178384799257124,53,48,96,48,4,271,2,105
"1816",286,0.712572726423971,21,6,49,43,4,271,2,105
"1817",286,0.168654756665902,54,49,94,45,4,271,2,105
"1818",287,0.546915974539139,21,6,50,44,4,271,2,105
"1819",287,0.159232633017284,55,50,94,44,4,271,2,105
"1820",288,0.422692838004187,21,5,51,46,4,271,2,105
"1821",288,0.153693512236771,56,51,93,42,4,271,2,105
"1822",289,0.348513535819438,21,5,54,49,4,271,2,105
"1823",289,0.157309743056007,58,54,95,41,4,271,2,105
"1824",290,0.314318602484029,21,5,53,48,4,271,2,105
"1825",290,0.166424784007562,59,53,95,42,4,271,2,105
"1826",291,0.290303784483411,20,5,34,29,4,271,2,105
"1827",291,0.236719161393844,37,34,53,19,4,271,2,105
"1828",291,0.181179089938921,59,53,98,45,4,271,2,105
"1829",292,0.283822591951616,19,4,34,30,4,271,2,105
"1830",292,0.228769022400136,38,34,53,19,4,271,2,105
"1831",292,0.190503269392691,59,53,98,45,4,271,2,105
"1832",293,0.27434897536474,19,4,33,29,4,271,2,105
"1833",293,0.225679896549176,39,33,53,20,4,271,2,105
"1834",293,0.190667311732728,59,53,98,45,4,271,2,105
"1835",294,0.265858942273561,19,4,32,28,4,271,2,105
"1836",294,0.2211973710771,39,32,53,21,4,271,2,105
"1837",294,0.178214151705067,59,53,98,45,4,271,2,105
"1838",295,0.257517918431918,18,3,31,28,4,271,2,105
"1839",295,0.214562990501733,39,31,53,22,4,271,2,105
"1840",295,0.161748254091891,59,53,98,45,4,271,2,105
"1841",296,0.244420172554539,19,2,32,30,4,271,2,105
"1842",296,0.207813332408858,39,32,53,21,4,271,2,105
"1843",296,0.151180514646425,57,53,98,45,4,271,2,105
"1844",297,0.240816806746098,18,1,33,32,4,271,2,105
"1845",297,0.201804836433966,40,33,52,19,4,271,2,105
"1846",297,0.152765065831367,56,52,114,62,4,271,2,105
"1847",298,0.259345611496652,17,1,33,32,4,271,2,105
"1848",298,0.200602430923072,39,33,52,19,4,271,2,105
"1849",298,0.149780460126205,55,52,114,62,4,271,2,105
"1850",299,0.292234681496088,16,1,33,32,4,271,2,105
"1851",299,0.200489440520958,39,33,114,81,4,271,2,105
