"","x","V1","V2","V3","V4","widthsy","frame","file","peakNum","maxL"
"3868",239,0.208113796124798,25,6,33,27,9,182,3,132
"3869",239,0.201475045639552,40,33,114,81,9,182,3,132
"3870",240,0.212162699934563,25,6,114,108,9,182,3,132
"3871",241,0.223500473219343,23,6,29,23,9,182,3,132
"3872",241,0.220290480906036,32,29,114,85,9,182,3,132
"3873",242,0.233171842372307,24,6,34,28,9,182,3,132
"3874",242,0.222378671964632,37,34,114,80,9,182,3,132
"3875",243,0.253808703244651,24,6,110,104,9,182,3,132
"3876",244,0.275544166543985,26,6,111,105,9,182,3,132
"3877",245,0.320886022336284,28,6,113,107,9,182,3,132
"3878",246,0.39665509470118,28,6,114,108,9,182,3,132
"3879",247,0.583213690140956,29,5,110,105,9,182,3,132
"3880",248,0.964135375156586,29,5,111,106,9,182,3,132
"3881",249,1.01242309809358,30,6,115,109,9,182,3,132
"3882",250,1.01144154936397,30,6,116,110,9,182,3,132
"3883",251,0.969991606399679,30,6,116,110,9,182,3,132
"3884",252,0.644284321492116,31,7,117,110,9,182,3,132
"3885",253,0.471987105466209,31,7,138,131,9,182,3,132
"3886",254,0.395043897232072,31,7,138,131,9,182,3,132
"3887",255,0.35385992439416,32,8,138,130,9,182,3,132
"3888",256,0.33464246379952,31,9,138,129,9,182,3,132
"3889",257,0.325025128369573,31,9,141,132,9,182,3,132
"3890",258,0.329835789479583,31,9,142,133,9,182,1,138
"3891",259,0.339477513509539,32,9,75,66,9,182,1,138
"3892",259,0.106588172131778,76,75,142,67,9,182,1,138
"3893",260,0.355984943159619,32,9,75,66,9,182,1,138
"3894",260,0.107521363010033,76,75,143,68,9,182,1,138
"3895",261,0.379117066569088,32,9,75,66,9,182,1,138
"3896",261,0.108236420756885,76,75,145,70,9,182,1,138
"3897",262,0.431093913970839,32,9,146,137,9,182,1,138
"3898",263,0.519497180570449,32,8,146,138,9,182,1,138
"3899",264,0.700559337573704,32,8,146,138,9,182,1,138
"3900",265,0.988803286624497,32,8,75,67,9,182,1,138
"3901",265,0.116248794671653,78,75,105,30,9,182,1,138
"3902",266,1.02166560091941,33,7,76,69,9,182,1,138
"3903",266,0.118089678074744,78,76,105,29,9,182,1,138
"3904",267,1.01545690407014,34,7,105,98,9,182,1,138
"3905",268,1.0157038906876,34,7,105,98,9,182,1,138
"3906",269,1.02068279972683,33,8,105,97,9,182,1,138
"3907",270,0.994193907645221,32,9,105,96,9,182,1,138
"3908",271,0.744907081690379,32,10,105,95,9,182,1,138
"3909",272,0.543403300398687,32,11,105,94,9,182,1,138
"3910",273,0.42849860656145,32,11,102,91,9,182,1,138
"3911",274,0.378239207399681,32,11,102,91,9,182,1,138
"3912",275,0.342313004225675,31,13,102,89,9,182,1,138
"3913",276,0.328917229859152,31,14,103,89,9,182,1,138
"3914",277,0.316761817974396,31,12,103,91,9,182,1,138
"3915",278,0.313944860415552,30,10,103,93,9,182,2,132
"3916",279,0.325135998709483,29,10,103,93,9,182,2,132
"3917",280,0.339361171196306,27,9,103,94,9,182,2,132
"3918",281,0.369557262424863,25,8,98,90,9,182,2,132
"3919",282,0.441769557992456,28,7,98,91,9,182,2,132
"3920",283,0.594985396991724,27,6,98,92,9,182,2,132
"3921",284,0.819771032943848,24,6,98,92,9,182,2,132
"3922",285,0.964186130999211,23,5,49,44,9,182,2,132
"3923",285,0.183267545500946,53,49,138,89,9,182,2,132
"3924",286,0.962039494393466,21,5,49,44,9,182,2,132
"3925",286,0.174829326761205,53,49,138,89,9,182,2,132
"3926",287,0.791422528815665,20,5,50,45,9,182,2,132
"3927",287,0.163162768350361,54,50,122,72,9,182,2,132
"3928",288,0.576368989786951,20,5,52,47,9,182,2,132
"3929",288,0.152716133133681,54,52,122,70,9,182,2,132
"3930",289,0.419834419292762,20,5,136,131,9,182,2,132
"3931",290,0.35470753565369,20,5,136,131,9,182,2,132
"3932",291,0.30105390169454,21,5,136,131,9,182,2,132
"3933",292,0.278027831626514,21,4,136,132,9,182,2,132
"3934",293,0.261759313256812,21,4,35,31,9,182,2,132
"3935",293,0.206371569465348,38,35,136,101,9,182,2,132
"3936",294,0.247832942180312,21,5,136,131,9,182,2,132
"3937",295,0.238472741994718,21,5,136,131,9,182,2,132
"3938",296,0.230566017903725,21,2,35,33,9,182,2,132
"3939",296,0.188764171320817,38,35,136,101,9,182,2,132
"3940",297,0.228224320616644,20,1,37,36,9,182,2,132
"3941",297,0.188406215937926,40,37,112,75,9,182,2,132
"3942",298,0.231019616585125,20,1,112,111,9,182,2,132
"3943",299,0.235956881245073,18,2,112,110,9,182,2,132
"3944",300,0.248416299946703,17,1,112,111,9,182,2,132
"3945",301,0.256395200642335,17,1,112,111,9,182,2,132
"3946",302,0.247915669645127,18,1,112,111,9,182,2,132
"3947",303,0.227791298924732,20,1,112,111,9,182,2,132
"3948",304,0.213891983313499,21,1,38,37,9,182,2,132
"3949",304,0.176350212483537,39,38,57,19,9,182,2,132
"3950",304,0.125310924837682,60,57,112,55,9,182,2,132
"3951",305,0.195375288640921,21,3,66,63,9,182,2,132
"3952",305,0.110023452354047,68,66,128,62,9,182,2,132
"3953",306,0.186195816957104,21,1,37,36,9,182,2,132
"3954",306,0.149332232936502,42,37,66,29,9,182,2,132
"3955",306,0.109843477710162,67,66,128,62,9,182,2,132
"3956",307,0.174596219264057,22,1,36,35,9,182,2,132
"3957",307,0.141460099188021,41,36,128,92,9,182,2,132
"3958",308,0.163371175478613,22,4,66,62,9,182,2,132
"3959",308,0.105839998702599,67,66,128,62,9,182,2,132
"3960",309,0.15871355267068,21,4,128,124,9,182,2,132
"3961",310,0.153766361249312,21,1,128,127,9,182,2,132
"3962",311,0.148465092929271,20,2,42,40,9,182,2,132
"3963",311,0.117862096155994,47,42,128,86,9,182,2,132
"3964",312,0.144200266666888,20,1,42,41,9,182,2,132
"3965",312,0.117985886850545,49,42,64,22,9,182,2,132
"3966",312,0.102007812344251,66,64,128,64,9,182,2,132
"3967",313,0.140395304761463,22,1,41,40,9,182,2,132
"3968",313,0.117036386524498,47,41,60,19,9,182,2,132
"3969",313,0.102272127062403,66,60,128,68,9,182,2,132
"3970",314,0.139126205158791,22,1,41,40,9,182,2,132
"3971",314,0.116268498585955,47,41,59,18,9,182,2,132
"3972",314,0.10230090177229,66,59,128,69,9,182,2,132
"3973",315,0.137555457207819,22,3,41,38,9,182,2,132
"3974",315,0.11347627521464,48,41,61,20,9,182,2,132
"3975",316,0.134657699725654,22,1,42,41,9,182,2,132
"3976",316,0.112937698071387,48,42,61,19,9,182,2,132
"3977",317,0.132222188283381,23,4,42,38,9,182,2,132
"3978",317,0.110815420926974,48,42,60,18,9,182,2,132
"3979",318,0.129735706224079,23,1,46,45,9,182,2,132
"3980",318,0.109087900056938,49,46,59,13,9,182,2,132
"3981",319,0.128524743207365,23,4,42,38,9,182,2,132
"3982",319,0.109136333691257,49,42,61,19,9,182,2,132
"3983",320,0.127189496867671,23,4,44,40,9,182,2,132
"3984",320,0.108473691177146,50,44,61,17,9,182,2,132
"3985",321,0.118159577154259,23,1,43,42,9,182,2,132
"3986",321,0.101107015267799,55,48,69,21,9,182,2,132
"3987",322,0.116671715958642,23,1,43,42,9,182,2,132
"3988",322,0.100660315159252,55,48,69,21,9,182,2,132
"3989",323,0.113834600314674,23,1,43,42,9,182,2,132
"3990",324,0.109908250977142,23,1,43,42,9,182,2,132
"3991",325,0.105987782113559,23,1,34,33,9,182,2,132
"3992",326,0.101972273805514,23,1,43,42,9,182,2,132
"3993",210,0.101452750360663,26,3,34,31,9,182,3,132
"3994",211,0.107846641581746,26,1,34,33,9,182,3,132
"3995",212,0.114840190871662,27,4,36,32,9,182,3,132
"3996",212,0.102224497670195,49,36,60,24,9,182,3,132
"3997",213,0.119875878293013,27,1,38,37,9,182,3,132
"3998",213,0.106204191970167,49,38,59,21,9,182,3,132
"3999",214,0.123860901657518,27,3,42,39,9,182,3,132
"4000",214,0.106182900779626,49,42,59,17,9,182,3,132
"4001",215,0.125423004747208,27,1,42,41,9,182,3,132
"4002",215,0.106188102777116,49,42,59,17,9,182,3,132
"4003",216,0.126687988563322,28,1,42,41,9,182,3,132
"4004",216,0.106170378465617,49,42,60,18,9,182,3,132
"4005",217,0.122034079054399,25,6,42,36,9,182,3,132
"4006",217,0.108996922111579,48,42,61,19,9,182,3,132
"4007",218,0.122025897497519,25,5,41,36,9,182,3,132
"4008",218,0.110063561338058,48,41,62,21,9,182,3,132
"4009",219,0.121997247140284,25,4,40,36,9,182,3,132
"4010",219,0.112467499471929,47,40,61,21,9,182,3,132
"4011",220,0.1220783709615,23,6,37,31,9,182,3,132
"4012",220,0.113958933419746,46,37,63,26,9,182,3,132
"4013",221,0.126073390742183,23,4,38,34,9,182,3,132
"4014",221,0.116390358488709,47,38,64,26,9,182,3,132
"4015",222,0.129934620685244,25,5,38,33,9,182,3,132
"4016",222,0.117886444630346,46,38,120,82,9,182,3,132
"4017",223,0.130075069501504,22,4,38,34,9,182,3,132
"4018",223,0.121736661963829,44,38,120,82,9,182,3,132
"4019",224,0.133754326773317,25,4,40,36,9,182,3,132
"4020",224,0.121784870419713,46,40,120,80,9,182,3,132
"4021",225,0.143206389539025,22,2,36,34,9,182,3,132
"4022",225,0.129730983205317,43,36,104,68,9,182,3,132
"4023",226,0.149473626749319,23,4,25,21,9,182,3,132
"4024",226,0.149411013092758,26,25,41,16,9,182,3,132
"4025",226,0.133626060792515,43,41,104,63,9,182,3,132
"4026",227,0.165998557545369,19,4,25,21,9,182,3,132
"4027",227,0.16056934358371,26,25,41,16,9,182,3,132
"4028",227,0.141442893801505,43,41,104,63,9,182,3,132
"4029",228,0.190432521860585,18,4,35,31,9,182,3,132
"4030",228,0.156407206713797,39,35,104,69,9,182,3,132
"4031",229,0.230177755738952,17,4,104,100,9,182,3,132
"4032",230,0.279947382044053,17,4,34,30,9,182,3,132
"4033",230,0.200965177993651,35,34,104,70,9,182,3,132
"4034",231,0.293156536340892,17,4,34,30,9,182,3,132
"4035",231,0.213584801178543,37,34,104,70,9,182,3,132
"4036",232,0.269618426622613,17,4,33,29,9,182,3,132
"4037",232,0.220937300157022,39,33,104,71,9,182,3,132
"4038",233,0.234894575098012,19,4,32,28,9,182,3,132
"4039",233,0.211218673135246,42,32,114,82,9,182,3,132
"4040",234,0.216951743600276,20,5,33,28,9,182,3,132
"4041",234,0.203364549948686,42,33,114,81,9,182,3,132
"4042",235,0.205199464120184,23,5,33,28,9,182,3,132
"4043",235,0.192235935763974,41,33,114,81,9,182,3,132
"4044",236,0.200019514419698,22,5,30,25,9,182,3,132
"4045",236,0.192137009177366,34,30,114,84,9,182,3,132
"4046",237,0.199113418309797,22,6,31,25,9,182,3,132
"4047",237,0.192735116102633,39,31,114,83,9,182,3,132
"4048",238,0.202384395804192,24,6,33,27,9,182,3,132
"4049",238,0.198065964600368,40,33,114,81,9,182,3,132
"4050",239,0.208113796124798,25,6,33,27,9,182,3,132
"4051",239,0.201475045639552,40,33,114,81,9,182,3,132
"4052",240,0.212162699934563,25,6,114,108,9,182,3,132
"4053",241,0.223500473219343,23,6,29,23,9,182,3,132
"4054",241,0.220290480906036,32,29,114,85,9,182,3,132
"4055",242,0.233171842372307,24,6,34,28,9,182,3,132
"4056",242,0.222378671964632,37,34,114,80,9,182,3,132
"4057",243,0.253808703244651,24,6,110,104,9,182,3,132
"4058",244,0.275544166543985,26,6,111,105,9,182,3,132
"4059",245,0.320886022336284,28,6,113,107,9,182,3,132
"4060",246,0.39665509470118,28,6,114,108,9,182,3,132
"4061",247,0.583213690140956,29,5,110,105,9,182,3,132
"4062",248,0.964135375156586,29,5,111,106,9,182,3,132
"4063",249,1.01242309809358,30,6,115,109,9,182,3,132
"4064",250,1.01144154936397,30,6,116,110,9,182,3,132
"4065",251,0.969991606399679,30,6,116,110,9,182,3,132
"4066",252,0.644284321492116,31,7,117,110,9,182,3,132
"4067",253,0.471987105466209,31,7,138,131,9,182,3,132
"4068",254,0.395043897232072,31,7,138,131,9,182,3,132
"4069",255,0.35385992439416,32,8,138,130,9,182,3,132
"4070",256,0.33464246379952,31,9,138,129,9,182,3,132
"4071",257,0.325025128369573,31,9,141,132,9,182,3,132
"4072",258,0.329835789479583,31,9,142,133,9,182,1,138
"4073",259,0.339477513509539,32,9,75,66,9,182,1,138
"4074",259,0.106588172131778,76,75,142,67,9,182,1,138
"4075",260,0.355984943159619,32,9,75,66,9,182,1,138
"4076",260,0.107521363010033,76,75,143,68,9,182,1,138
"4077",261,0.379117066569088,32,9,75,66,9,182,1,138
"4078",261,0.108236420756885,76,75,145,70,9,182,1,138
"4079",262,0.431093913970839,32,9,146,137,9,182,1,138
"4080",263,0.519497180570449,32,8,146,138,9,182,1,138
"4081",264,0.700559337573704,32,8,146,138,9,182,1,138
"4082",265,0.988803286624497,32,8,75,67,9,182,1,138
"4083",265,0.116248794671653,78,75,105,30,9,182,1,138
"4084",266,1.02166560091941,33,7,76,69,9,182,1,138
"4085",266,0.118089678074744,78,76,105,29,9,182,1,138
"4086",267,1.01545690407014,34,7,105,98,9,182,1,138
"4087",268,1.0157038906876,34,7,105,98,9,182,1,138
"4088",269,1.02068279972683,33,8,105,97,9,182,1,138
"4089",270,0.994193907645221,32,9,105,96,9,182,1,138
"4090",271,0.744907081690379,32,10,105,95,9,182,1,138
"4091",272,0.543403300398687,32,11,105,94,9,182,1,138
"4092",273,0.42849860656145,32,11,102,91,9,182,1,138
"4093",274,0.378239207399681,32,11,102,91,9,182,1,138
"4094",275,0.342313004225675,31,13,102,89,9,182,1,138
"4095",276,0.328917229859152,31,14,103,89,9,182,1,138
"4096",277,0.316761817974396,31,12,103,91,9,182,1,138
"4097",278,0.313944860415552,30,10,103,93,9,182,2,132
"4098",279,0.325135998709483,29,10,103,93,9,182,2,132
"4099",280,0.339361171196306,27,9,103,94,9,182,2,132
"4100",281,0.369557262424863,25,8,98,90,9,182,2,132
"4101",282,0.441769557992456,28,7,98,91,9,182,2,132
"4102",283,0.594985396991724,27,6,98,92,9,182,2,132
"4103",284,0.819771032943848,24,6,98,92,9,182,2,132
"4104",285,0.964186130999211,23,5,49,44,9,182,2,132
"4105",285,0.183267545500946,53,49,138,89,9,182,2,132
"4106",286,0.962039494393466,21,5,49,44,9,182,2,132
"4107",286,0.174829326761205,53,49,138,89,9,182,2,132
"4108",287,0.791422528815665,20,5,50,45,9,182,2,132
"4109",287,0.163162768350361,54,50,122,72,9,182,2,132
"4110",288,0.576368989786951,20,5,52,47,9,182,2,132
"4111",288,0.152716133133681,54,52,122,70,9,182,2,132
"4112",289,0.419834419292762,20,5,136,131,9,182,2,132
"4113",290,0.35470753565369,20,5,136,131,9,182,2,132
"4114",291,0.30105390169454,21,5,136,131,9,182,2,132
"4115",292,0.278027831626514,21,4,136,132,9,182,2,132
"4116",293,0.261759313256812,21,4,35,31,9,182,2,132
"4117",293,0.206371569465348,38,35,136,101,9,182,2,132
"4118",294,0.247832942180312,21,5,136,131,9,182,2,132
"4119",295,0.238472741994718,21,5,136,131,9,182,2,132
"4120",296,0.230566017903725,21,2,35,33,9,182,2,132
"4121",296,0.188764171320817,38,35,136,101,9,182,2,132
"4122",297,0.228224320616644,20,1,37,36,9,182,2,132
"4123",297,0.188406215937926,40,37,112,75,9,182,2,132
"4124",298,0.231019616585125,20,1,112,111,9,182,2,132
"4125",299,0.235956881245073,18,2,112,110,9,182,2,132
"4126",300,0.248416299946703,17,1,112,111,9,182,2,132
"4127",301,0.256395200642335,17,1,112,111,9,182,2,132
"4128",302,0.247915669645127,18,1,112,111,9,182,2,132
"4129",303,0.227791298924732,20,1,112,111,9,182,2,132
"4130",304,0.213891983313499,21,1,38,37,9,182,2,132
"4131",304,0.176350212483537,39,38,57,19,9,182,2,132
"4132",304,0.125310924837682,60,57,112,55,9,182,2,132
"4133",305,0.195375288640921,21,3,66,63,9,182,2,132
"4134",305,0.110023452354047,68,66,128,62,9,182,2,132
"4135",306,0.186195816957104,21,1,37,36,9,182,2,132
"4136",306,0.149332232936502,42,37,66,29,9,182,2,132
"4137",306,0.109843477710162,67,66,128,62,9,182,2,132
"4138",307,0.174596219264057,22,1,36,35,9,182,2,132
"4139",307,0.141460099188021,41,36,128,92,9,182,2,132
"4140",308,0.163371175478613,22,4,66,62,9,182,2,132
"4141",308,0.105839998702599,67,66,128,62,9,182,2,132
"4142",309,0.15871355267068,21,4,128,124,9,182,2,132
"4143",310,0.153766361249312,21,1,128,127,9,182,2,132
"4144",311,0.148465092929271,20,2,42,40,9,182,2,132
"4145",311,0.117862096155994,47,42,128,86,9,182,2,132
"4146",312,0.144200266666888,20,1,42,41,9,182,2,132
"4147",312,0.117985886850545,49,42,64,22,9,182,2,132
"4148",312,0.102007812344251,66,64,128,64,9,182,2,132
"4149",313,0.140395304761463,22,1,41,40,9,182,2,132
"4150",313,0.117036386524498,47,41,60,19,9,182,2,132
"4151",313,0.102272127062403,66,60,128,68,9,182,2,132
"4152",314,0.139126205158791,22,1,41,40,9,182,2,132
"4153",314,0.116268498585955,47,41,59,18,9,182,2,132
"4154",314,0.10230090177229,66,59,128,69,9,182,2,132
"4155",315,0.137555457207819,22,3,41,38,9,182,2,132
"4156",315,0.11347627521464,48,41,61,20,9,182,2,132
"4157",316,0.134657699725654,22,1,42,41,9,182,2,132
"4158",316,0.112937698071387,48,42,61,19,9,182,2,132
"4159",317,0.132222188283381,23,4,42,38,9,182,2,132
"4160",317,0.110815420926974,48,42,60,18,9,182,2,132
"4161",318,0.129735706224079,23,1,46,45,9,182,2,132
"4162",318,0.109087900056938,49,46,59,13,9,182,2,132
"4163",319,0.128524743207365,23,4,42,38,9,182,2,132
"4164",319,0.109136333691257,49,42,61,19,9,182,2,132
"4165",320,0.127189496867671,23,4,44,40,9,182,2,132
"4166",320,0.108473691177146,50,44,61,17,9,182,2,132
"4167",321,0.118159577154259,23,1,43,42,9,182,2,132
"4168",321,0.101107015267799,55,48,69,21,9,182,2,132
"4169",322,0.116671715958642,23,1,43,42,9,182,2,132
"4170",322,0.100660315159252,55,48,69,21,9,182,2,132
"4171",323,0.113834600314674,23,1,43,42,9,182,2,132
"4172",324,0.109908250977142,23,1,43,42,9,182,2,132
"4173",325,0.105987782113559,23,1,34,33,9,182,2,132
"4174",326,0.101972273805514,23,1,43,42,9,182,2,132
"4175",210,0.102161680553986,25,3,35,32,10,186,3,108
"4176",211,0.109376894980239,25,1,36,35,10,186,3,108
"4177",212,0.115704520449201,25,4,37,33,10,186,3,108
"4178",212,0.10204249207582,44,37,45,8,10,186,3,108
"4179",212,0.102091785249381,49,45,60,15,10,186,3,108
"4180",213,0.121226354837274,26,1,40,39,10,186,3,108
"4181",213,0.102131837783992,52,40,60,20,10,186,3,108
"4182",214,0.125176742654189,26,3,40,37,10,186,3,108
"4183",214,0.106074491644283,50,40,61,21,10,186,3,108
"4184",215,0.124974794435193,26,1,41,40,10,186,3,108
"4185",215,0.11015417703858,50,41,64,23,10,186,3,108
"4186",216,0.125891377965219,28,2,41,39,10,186,3,108
"4187",216,0.110114725200858,50,41,64,23,10,186,3,108
"4188",217,0.122069861638652,25,6,42,36,10,186,3,108
"4189",217,0.108993679790305,48,42,66,24,10,186,3,108
"4190",218,0.122072031548731,25,5,41,36,10,186,3,108
"4191",218,0.110060319257344,48,41,66,25,10,186,3,108
"4192",219,0.122114207139167,25,4,40,36,10,186,3,108
"4193",219,0.11246749540988,47,40,61,21,10,186,3,108
"4194",220,0.122188780168849,25,6,37,31,10,186,3,108
"4195",220,0.113958919887489,46,37,63,26,10,186,3,108
"4196",221,0.126212789367454,25,4,38,34,10,186,3,108
"4197",221,0.116390349977437,47,38,64,26,10,186,3,108
"4198",222,0.130125580153008,25,5,38,33,10,186,3,108
"4199",222,0.117886438765433,46,38,112,74,10,186,3,108
"4200",223,0.133965830245439,25,4,38,34,10,186,3,108
"4201",223,0.121737964421398,44,38,61,23,10,186,3,108
"4202",223,0.102224340444475,65,61,112,51,10,186,3,108
"4203",224,0.138017014524156,25,4,40,36,10,186,3,108
"4204",224,0.121785359432383,46,40,62,22,10,186,3,108
"4205",224,0.102182533082064,65,62,112,50,10,186,3,108
"4206",225,0.148720943979535,24,4,36,32,10,186,3,108
"4207",225,0.136881551561327,44,36,63,27,10,186,3,108
"4208",225,0.10524917856273,67,63,104,41,10,186,3,108
"4209",226,0.155429118901456,24,4,37,33,10,186,3,108
"4210",226,0.140717864019017,44,37,63,26,10,186,3,108
"4211",226,0.106060265399438,65,63,104,41,10,186,3,108
"4212",227,0.164262433906534,23,3,38,35,10,186,3,108
"4213",227,0.147263463489551,44,38,104,66,10,186,3,108
"4214",228,0.189084205165754,17,3,38,35,10,186,3,108
"4215",228,0.160291075955066,43,38,104,66,10,186,3,108
"4216",229,0.242459320687197,16,4,104,100,10,186,3,108
"4217",230,0.286540268107068,16,4,33,29,10,186,3,108
"4218",230,0.202971174093859,34,33,104,71,10,186,3,108
"4219",231,0.287741382699609,17,4,33,29,10,186,3,108
"4220",231,0.215295246187727,37,33,104,71,10,186,3,108
"4221",232,0.264237561660632,18,4,32,28,10,186,3,108
"4222",232,0.223450190707723,40,32,104,72,10,186,3,108
"4223",233,0.22643077459985,19,4,32,28,10,186,3,108
"4224",233,0.215320515822682,42,32,112,80,10,186,3,108
"4225",234,0.212876367299331,22,4,32,28,10,186,3,108
"4226",234,0.204520096279209,42,32,112,80,10,186,3,108
"4227",235,0.204951114618105,23,5,33,28,10,186,3,108
"4228",235,0.194825653001639,41,33,112,79,10,186,3,108
"4229",236,0.200225450155168,23,5,34,29,10,186,3,108
"4230",236,0.190089075093471,37,34,39,5,10,186,3,108
"4231",236,0.189967798285191,40,39,112,73,10,186,3,108
"4232",237,0.199548040630279,22,6,34,28,10,186,3,108
"4233",237,0.192239010920653,40,34,112,78,10,186,3,108
"4234",238,0.202814479183355,24,6,34,28,10,186,3,108
"4235",238,0.196672651682053,40,34,112,78,10,186,3,108
"4236",239,0.208365837769109,25,6,35,29,10,186,3,108
"4237",239,0.199656758837514,40,35,112,77,10,186,3,108
"4238",240,0.213201060851792,29,6,112,106,10,186,3,108
"4239",241,0.22574592312965,25,6,33,27,10,186,3,108
"4240",241,0.213056448590545,38,33,73,40,10,186,3,108
"4241",242,0.245833014722233,25,6,89,83,10,186,3,108
"4242",243,0.261405859850393,24,6,73,67,10,186,3,108
"4243",244,0.285028150929276,25,6,111,105,10,186,3,108
"4244",245,0.331605865691596,28,6,113,107,10,186,3,108
"4245",246,0.415005692664633,28,6,114,108,10,186,3,108
"4246",247,0.631439209598734,29,6,110,104,10,186,3,108
"4247",248,0.992206275640603,29,6,111,105,10,186,3,108
"4248",249,1.01032635563364,30,6,106,100,10,186,3,108
"4249",250,1.01371924668649,30,6,106,100,10,186,3,108
"4250",251,0.905894824699226,30,6,102,96,10,186,3,108
"4251",252,0.591200530722617,31,7,103,96,10,186,3,108
"4252",253,0.460974950381098,31,7,105,98,10,186,3,108
"4253",254,0.382213945692497,31,8,106,98,10,186,3,108
"4254",255,0.349476462912715,31,8,102,94,10,186,3,108
"4255",256,0.333175614025507,31,8,103,95,10,186,3,108
"4256",257,0.325302888560974,32,9,106,97,10,186,3,108
"4257",258,0.325783241836655,30,9,105,96,10,186,1,138
"4258",259,0.331693645977019,31,9,105,96,10,186,1,138
"4259",260,0.353613095593488,32,9,76,67,10,186,1,138
"4260",260,0.107550143042069,77,76,105,29,10,186,1,138
"4261",261,0.382204964532432,32,9,76,67,10,186,1,138
"4262",261,0.107778056367077,78,76,105,29,10,186,1,138
"4263",262,0.438368170431582,32,9,76,67,10,186,1,138
"4264",262,0.108265546579777,78,76,106,30,10,186,1,138
"4265",263,0.536400409010056,32,8,76,68,10,186,1,138
"4266",263,0.109182665874719,78,76,106,30,10,186,1,138
"4267",264,0.727952041175668,32,8,76,68,10,186,1,138
"4268",264,0.109123808258066,78,76,106,30,10,186,1,138
"4269",265,0.994826812839556,32,8,76,68,10,186,1,138
"4270",265,0.114584780681988,78,76,145,69,10,186,1,138
"4271",266,1.02135925753146,33,7,77,70,10,186,1,138
"4272",266,0.116317125592002,78,77,145,68,10,186,1,138
"4273",267,1.01344269918953,33,7,145,138,10,186,1,138
"4274",268,1.01599651499772,34,7,145,138,10,186,1,138
"4275",269,1.02336319796736,33,8,145,137,10,186,1,138
"4276",270,0.969833125964489,32,9,145,136,10,186,1,138
"4277",271,0.698045579857647,32,10,145,135,10,186,1,138
"4278",272,0.514139704633111,32,11,145,134,10,186,1,138
"4279",273,0.416960942942226,32,11,105,94,10,186,1,138
"4280",274,0.371937790701279,32,12,105,93,10,186,1,138
"4281",275,0.338311351896406,31,12,105,93,10,186,1,138
"4282",276,0.296326708636606,20,12,23,11,10,186,1,138
"4283",276,0.326133815171757,32,23,105,82,10,186,1,138
"4284",277,0.313250598341656,31,11,103,92,10,186,1,138
"4285",278,0.31109122453241,29,11,102,91,10,186,2,129
"4286",279,0.326226273388818,28,10,102,92,10,186,2,129
"4287",280,0.340382123023695,28,9,100,91,10,186,2,129
"4288",281,0.375594597086455,28,8,98,90,10,186,2,129
"4289",282,0.457985992157906,28,7,97,90,10,186,2,129
"4290",283,0.627850912110552,27,6,97,91,10,186,2,129
"4291",284,0.851104134429652,25,5,97,92,10,186,2,129
"4292",285,0.968106581155339,23,5,49,44,10,186,2,129
"4293",285,0.180447359169742,52,49,96,47,10,186,2,129
"4294",286,0.933218634580274,21,5,49,44,10,186,2,129
"4295",286,0.171219237614857,53,49,95,46,10,186,2,129
"4296",287,0.751038346731753,20,5,50,45,10,186,2,129
"4297",287,0.160789991083003,55,50,95,45,10,186,2,129
"4298",288,0.547435598347964,20,5,51,46,10,186,2,129
"4299",288,0.154199391117376,56,51,95,44,10,186,2,129
"4300",289,0.397363322150674,20,5,95,90,10,186,2,129
"4301",290,0.343510639564229,21,5,95,90,10,186,2,129
"4302",291,0.299768363357776,21,5,36,31,10,186,2,129
"4303",291,0.221276859962553,38,36,95,59,10,186,2,129
"4304",292,0.281849172700787,20,5,37,32,10,186,2,129
"4305",292,0.209647652827289,38,37,95,58,10,186,2,129
"4306",293,0.261642500370685,20,6,95,89,10,186,2,129
"4307",294,0.244226960577551,20,5,36,31,10,186,2,129
"4308",294,0.196316973688056,38,36,95,59,10,186,2,129
"4309",295,0.237283745778861,21,4,35,31,10,186,2,129
"4310",295,0.191856785261236,40,35,95,60,10,186,2,129
"4311",296,0.228495355894731,21,2,38,36,10,186,2,129
"4312",296,0.187229032268601,40,38,95,57,10,186,2,129
"4313",297,0.222529468599443,21,1,35,34,10,186,2,129
"4314",297,0.188439230387432,40,35,130,95,10,186,2,129
"4315",298,0.228219892979687,19,1,130,129,10,186,2,129
"4316",299,0.243087770833286,18,2,130,128,10,186,2,129
"4317",300,0.256829231571163,17,1,130,129,10,186,2,129
"4318",301,0.259521865364973,17,1,130,129,10,186,2,129
"4319",302,0.244427452819124,17,1,38,37,10,186,2,129
"4320",302,0.19666261778923,39,38,130,92,10,186,2,129
"4321",303,0.220704646818583,19,1,36,35,10,186,2,129
"4322",303,0.188570179793095,38,36,130,94,10,186,2,129
"4323",304,0.205583279864185,21,1,130,129,10,186,2,129
"4324",305,0.189861505883386,21,1,37,36,10,186,2,129
"4325",305,0.157338194641855,41,37,129,92,10,186,2,129
"4326",306,0.180934052869667,21,1,38,37,10,186,2,129
"4327",306,0.149304096665023,42,38,130,92,10,186,2,129
"4328",307,0.170016847646556,22,1,41,40,10,186,2,129
"4329",307,0.137462050526779,44,41,130,89,10,186,2,129
"4330",308,0.161406631136288,22,1,38,37,10,186,2,129
"4331",308,0.133470686242824,41,38,129,91,10,186,2,129
"4332",309,0.15744880134249,22,1,39,38,10,186,2,129
